Ã¸konomien,1276,3,191
underskud,2883,2,7
reformer,1046,2,198
virksomhederne,1213,3,22
ivÃ¦rksÃ¦ttere,1483,3,1086
drive,1268,1,104
gÃ¦ld,2956,2,16
krise,1636,2,34
virksomheden,2091,3,196
erhvervslivet,1081,3,16
forretning,2706,2,6
lettere,1015,1,5
selvstÃ¦ndige,2990,3,5
ivÃ¦rksÃ¦tter,2710,3,16
arbejdspladser,91,3,20974
virksomhed,585,3,5911
starte,671,1,38
Ã¸konomisk,438,3,2550
eksport,2455,3,156
udvikling,227,2,8095
Ã¸konomiske,483,3,2746
Ã¸konomi,435,3,2679
finansministeriet,1936,3,26
skabe,60,0,25097
landdistrikterne,1871,0,798
lego,3651,0,27
skaber,228,0,137
planlov,3491,0,12
cirkulÃ¦r,5173,1,75
projekter,1431,0,18
kunder,2732,2,28
statslige,1233,1,3021
ansat,1482,1,34
plan,424,1,2133
landet,123,1,6059
markedet,2703,3,7
udlandet,1381,1,7
udbud,2746,2,39
lån,2610,2,206
små,284,2,836
områder,488,0,518
fyn,1118,0,1835
infrastruktur,2001,1,225
tænke,413,0,50
låne,2243,0,149
privat,1053,1,585
ærø,2279,0,1722
vækstiheledk,3912,3,31
åbne,588,1,39
virkelighed,993,0,15
kyster,2230,0,3174
affald,2565,0,1279
hele,19,0,25711
besøgte,592,0,3102
byer,920,0,1172
konkurrence,1220,2,304
nye,10,0,59384
øer,3005,0,358
fynske,2987,0,29
arbejdskraft,1272,3,318
regeringens,124,0,4112
organisationer,1119,0,12
sikre,46,0,5882
partierne,1246,0,27
private,309,1,8173
arbejdsuge,3332,2,62
mulighed,119,0,1979
velfærd,256,0,8108
rapport,1399,1,241
plastik,5551,0,49
velfærdssamfund,1040,1,29
interesser,1407,0,290
interessant,699,0,18
opgaven,1372,0,25
tøj,1975,0,215
havn,2012,0,343
fakta,1212,0,101
hvilke,531,0,165
bygge,810,0,1629
direktør,1404,1,111
fremtidens,527,1,213
offentlige,126,1,14231
bornholm,901,0,3756
opgaver,780,0,509
danish,3084,0,92
projektet,1308,0,260
lokale,249,0,6345
rapporten,3039,0,99
offentlig,773,0,360
sælge,1398,0,1336
lighed,1479,0,119
muligheder,202,0,2485
digitale,2201,0,347
ideer,891,0,179
corydon,2276,0,1221
varer,1683,0,442
digital,3153,0,247
teknologi,2424,1,44
eksempel,378,0,67
østjylland,1569,0,241
stigende,679,1,102
flytte,832,0,59
udenlandske,1200,0,21
øerne,3940,0,53
svendborg,1737,0,443
køber,1651,0,157
bjarne,1965,0,1487
sachs,3185,0,2269
give,41,0,2577
bygninger,2575,0,40
større,162,0,891
politik,43,0,32352
goldman,3191,0,2153
e,2574,0,243
handler,95,0,7367
service,1470,0,172
høj,503,1,1009
åbenhed,1152,0,2445
sund,1141,0,1038
pris,790,0,157
projekt,897,0,29
købe,687,0,3822
madspild,3965,0,190
bor,427,0,866
lolland,2538,0,689
virkeligheden,473,0,271
boliger,615,0,7374
både,26,0,3954
grad,257,0,4777
kommunernes,1819,0,264
salget,2581,0,473
nicolai,3892,0,27
bevare,912,0,36
almene,1538,0,5187
fornuft,1255,0,1484
odense,741,0,252
ligger,313,0,188
bo,603,0,4715
trafik,1822,0,4798
venstre,25,0,43753
spændende,163,0,13026
investeringer,908,2,184
randers,796,0,4011
mellem,62,0,5391
lufthavn,2690,0,129
ide,1024,0,47
transport,1361,0,4049
lov,167,0,5344
artikel,502,0,5949
troels,2686,0,871
viser,105,0,7703
steen,2044,0,227
assens,2564,0,2363
nyhed,624,0,396
tog,320,0,7002
hjort,2282,0,1259
bag,231,0,1024
forhold,151,0,1923
artiklen,814,0,589
fokus,115,0,2111
sætter,259,0,79
læs,101,0,15601
claus,1089,0,2515
thy,3186,0,219
sønderjylland,2349,0,358
horsens,1604,0,432
lund,2118,0,1201
uber,2136,0,4206
opgave,484,0,324
samsø,3922,0,174
set,139,0,2337
esbjerg,1517,0,479
betyder,120,0,261
vejen,280,0,81
olesen,3162,0,739
sass,3053,0,1412
lone,3706,0,42
birk,3219,0,1056
haderslev,2103,0,198
udspil,636,0,570
helle,383,0,9155
blå,407,0,6297
m,1313,0,576
d,3115,0,98
række,241,0,301
gennem,215,0,314
tal,499,1,4863
blok,786,0,4505
område,525,0,164
3f,1188,0,5691
samtidig,113,0,154
thorning,764,0,5918
naturligvis,314,0,145
borgmester,723,0,5013
nuværende,443,0,116
stine,4019,0,117
dårlig,746,1,197
bureaukrati,1321,1,1910
vej,86,0,1972
egen,205,0,1401
først,171,0,4003
slagelse,1801,0,618
larsen,1219,0,2228
hånd,468,0,228
kronik,936,0,3634
mon,489,0,153
måde,103,0,4514
dagens,147,0,9278
læse,216,0,10979
langt,58,0,4144
thorning-schmidt,1640,0,2180
ting,143,0,4874
gjort,191,0,202
politiken,579,0,8003
beslutninger,1077,0,1362
snak,369,0,1904
vide,395,0,1708
skrevet,333,0,8361
ganske,342,0,2344
tror,73,0,12474
tiden,278,0,619
indlæg,462,0,7605
slet,311,0,522
faktisk,118,0,13319
pct,883,1,1656
altså,92,0,7618
mellemstore,4046,1,71
krisen,1392,1,1000
ansvarlig,1967,1,160
konkurrere,3596,1,4
tiltrække,2786,1,192
generationsskifte,8200,1,2
finanser,9411,3,2
skabt,538,1,1847
gælden,5667,2,29
di,3434,2,23
styr,864,1,784
gavn,554,0,634
ansvarlighed,3531,1,99
velstand,1726,1,999
industri,2260,1,647
finanskrisen,5332,2,2
rammevilkår,3798,3,59
overskud,1543,1,137
danfoss,5912,0,45
boligjob-ordningen,8476,1,5
